epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,1839.14,1.08742,1.45975,0.88163,0.77652,0.49672,0.74941,0.51972,1.06252,2.55204,0.88426,0.000265077,0.000265077,0.000265077
119,1854.56,1.09565,1.41214,0.86356,0.77652,0.49672,0.74941,0.51972,1.06252,2.55204,0.88426,0.000264394,0.000264394,0.000264394
120,1870.09,1.10256,1.39027,0.8701,0.59968,0.73733,0.75245,0.52005,1.04853,2.63188,0.88159,0.000263711,0.000263711,0.000263711
121,1885.73,1.08288,1.47501,0.88453,0.59968,0.73733,0.75245,0.52005,1.04853,2.63188,0.88159,0.000263028,0.000263028,0.000263028
122,1901.06,1.07294,1.42506,0.8823,0.18661,0.99862,0.73857,0.5049,1.04712,2.72843,0.88181,0.000262345,0.000262345,0.000262345
123,1916.04,1.05272,1.37727,0.87135,0.18661,0.99862,0.73857,0.5049,1.04712,2.72843,0.88181,0.000261662,0.000261662,0.000261662
124,1932.02,1.12476,1.41059,0.85634,0.10154,1,0.70676,0.46824,1.07248,2.80665,0.88793,0.000260979,0.000260979,0.000260979
125,1947.86,1.08809,1.42819,0.86657,0.10154,1,0.70676,0.46824,1.07248,2.80665,0.88793,0.000260296,0.000260296,0.000260296
126,1963.21,1.05987,1.36664,0.88986,0.48107,0.82043,0.70809,0.46581,1.09348,2.80948,0.89186,0.000259612,0.000259612,0.000259612
127,1978.81,1.10158,1.39002,0.87492,0.48107,0.82043,0.70809,0.46581,1.09348,2.80948,0.89186,0.000258929,0.000258929,0.000258929
128,1994.43,1.00878,1.33165,0.87212,0.77121,0.43276,0.74554,0.49872,1.07417,2.65647,0.88681,0.000258246,0.000258246,0.000258246
129,2010.08,1.09625,1.36986,0.87346,0.77121,0.43276,0.74554,0.49872,1.07417,2.65647,0.88681,0.000257563,0.000257563,0.000257563
130,2025.56,1.11212,1.4127,0.84962,0.8182,0.42191,0.77166,0.53036,1.04274,2.46435,0.87996,0.00025688,0.00025688,0.00025688
131,2040.84,1.04572,1.30924,0.86006,0.8182,0.42191,0.77166,0.53036,1.04274,2.46435,0.87996,0.000256197,0.000256197,0.000256197
132,2056.38,1.13749,1.33278,0.8518,0.80683,0.56073,0.80783,0.56529,1.01645,2.26088,0.87376,0.000255514,0.000255514,0.000255514
133,2071.97,1.07793,1.27775,0.87242,0.80683,0.56073,0.80783,0.56529,1.01645,2.26088,0.87376,0.000254831,0.000254831,0.000254831
134,2087.3,1.06571,1.30846,0.86706,0.78485,0.65013,0.83498,0.58628,1.01072,2.11685,0.87088,0.000254148,0.000254148,0.000254148
135,2102.65,1.14142,1.335,0.8607,0.78485,0.65013,0.83498,0.58628,1.01072,2.11685,0.87088,0.000253465,0.000253465,0.000253465
136,2117.99,1.05998,1.21406,0.87263,0.77724,0.64976,0.84747,0.60362,0.99766,2.07452,0.8689,0.000252781,0.000252781,0.000252781
137,2133.2,1.04543,1.22516,0.87749,0.77724,0.64976,0.84747,0.60362,0.99766,2.07452,0.8689,0.000252098,0.000252098,0.000252098
138,2148.37,1.0634,1.24758,0.87484,0.76857,0.59899,0.83623,0.59435,1.00607,2.14377,0.86921,0.000251415,0.000251415,0.000251415
139,2163.7,1.16636,1.29205,0.87118,0.76857,0.59899,0.83623,0.59435,1.00607,2.14377,0.86921,0.000250732,0.000250732,0.000250732
140,2179.03,1.09816,1.21609,0.87628,0.84159,0.50844,0.8244,0.5803,1.02114,2.25106,0.87114,0.000250049,0.000250049,0.000250049
141,2194.36,1.08121,1.26654,0.8741,0.84159,0.50844,0.8244,0.5803,1.02114,2.25106,0.87114,0.000249366,0.000249366,0.000249366
142,2209.72,1.0889,1.21117,0.86808,0.87696,0.44424,0.81119,0.57662,1.01154,2.32687,0.87067,0.000248683,0.000248683,0.000248683
143,2224.97,1.11823,1.31058,0.85304,0.87696,0.44424,0.81119,0.57662,1.01154,2.32687,0.87067,0.000248,0.000248,0.000248
144,2240.54,1.08654,1.22461,0.86542,0.85627,0.46034,0.82957,0.5963,0.99549,2.28427,0.86894,0.000247317,0.000247317,0.000247317
145,2255.88,1.04556,1.18859,0.87624,0.85627,0.46034,0.82957,0.5963,0.99549,2.28427,0.86894,0.000246634,0.000246634,0.000246634
146,2271.32,1.06104,1.22364,0.86267,0.83477,0.54253,0.84343,0.61051,0.99383,2.19479,0.86887,0.00024595,0.00024595,0.00024595
147,2286.66,1.07472,1.18161,0.88706,0.83477,0.54253,0.84343,0.61051,0.99383,2.19479,0.86887,0.000245267,0.000245267,0.000245267
148,2302.14,1.10622,1.21799,0.87023,0.78061,0.61117,0.83171,0.6047,0.99188,2.12517,0.86834,0.000244584,0.000244584,0.000244584
149,2317.44,1.04362,1.16673,0.85721,0.78061,0.61117,0.83171,0.6047,0.99188,2.12517,0.86834,0.000243901,0.000243901,0.000243901
150,2333.03,1.05914,1.16088,0.85579,0.76286,0.62862,0.81748,0.59272,0.99108,2.10052,0.86868,0.000243218,0.000243218,0.000243218
151,2348.79,1.09576,1.17899,0.85971,0.76286,0.62862,0.81748,0.59272,0.99108,2.10052,0.86868,0.000242535,0.000242535,0.000242535
152,2364.14,1.0094,1.13676,0.87345,0.76732,0.6495,0.81226,0.58728,0.98769,2.0689,0.86849,0.000241852,0.000241852,0.000241852
153,2379.35,1.04597,1.12903,0.86536,0.76732,0.6495,0.81226,0.58728,0.98769,2.0689,0.86849,0.000241169,0.000241169,0.000241169
154,2394.82,1.01794,1.15512,0.88036,0.73103,0.66655,0.80788,0.58639,0.98407,2.04452,0.86781,0.000240486,0.000240486,0.000240486
155,2410.18,1.03154,1.11768,0.86365,0.73103,0.66655,0.80788,0.58639,0.98407,2.04452,0.86781,0.000239803,0.000239803,0.000239803
156,2425.51,1.03179,1.09781,0.86542,0.75955,0.68628,0.83877,0.61128,0.97837,1.96539,0.86762,0.000239119,0.000239119,0.000239119
157,2440.85,1.02089,1.10962,0.86944,0.75955,0.68628,0.83877,0.61128,0.97837,1.96539,0.86762,0.000238436,0.000238436,0.000238436
158,2456.3,1.14741,1.19634,0.86484,0.75323,0.68999,0.85537,0.62065,0.98319,1.93226,0.86827,0.000237753,0.000237753,0.000237753
159,2471.56,1.04871,1.13375,0.86176,0.75323,0.68999,0.85537,0.62065,0.98319,1.93226,0.86827,0.00023707,0.00023707,0.00023707
160,2487.1,1.03949,1.09219,0.8592,0.7688,0.67243,0.85262,0.61521,0.9959,1.97612,0.8726,0.000236387,0.000236387,0.000236387
161,2502.48,1.06435,1.07804,0.87468,0.7688,0.67243,0.85262,0.61521,0.9959,1.97612,0.8726,0.000235704,0.000235704,0.000235704
162,2517.87,1.03955,1.09569,0.87083,0.81023,0.65789,0.84533,0.61195,0.98832,2.03323,0.87263,0.000235021,0.000235021,0.000235021
163,2533.29,1.01733,1.07539,0.86634,0.81023,0.65789,0.84533,0.61195,0.98832,2.03323,0.87263,0.000234338,0.000234338,0.000234338
164,2548.66,1.07296,1.10639,0.86055,0.85372,0.66825,0.86652,0.62801,0.98214,2.00014,0.87239,0.000233655,0.000233655,0.000233655
165,2563.98,0.996,1.03457,0.8665,0.85372,0.66825,0.86652,0.62801,0.98214,2.00014,0.87239,0.000232972,0.000232972,0.000232972
166,2579.18,1.05307,1.11187,0.87911,0.84962,0.71402,0.89059,0.64393,0.98269,1.91057,0.87228,0.000232288,0.000232288,0.000232288
167,2594.71,1.04082,1.06303,0.87241,0.84962,0.71402,0.89059,0.64393,0.98269,1.91057,0.87228,0.000231605,0.000231605,0.000231605
168,2610.07,1.04418,1.01759,0.8575,0.85025,0.74609,0.89674,0.64693,0.98962,1.84372,0.87355,0.000230922,0.000230922,0.000230922
169,2625.4,1.0366,1.10508,0.87797,0.85025,0.74609,0.89674,0.64693,0.98962,1.84372,0.87355,0.000230239,0.000230239,0.000230239
170,2640.77,1.0228,1.05528,0.87254,0.8614,0.71473,0.89381,0.64301,0.99731,1.88438,0.87464,0.000229556,0.000229556,0.000229556
171,2656.11,1.01182,1.10671,0.87884,0.8614,0.71473,0.89381,0.64301,0.99731,1.88438,0.87464,0.000228873,0.000228873,0.000228873
172,2671.67,1.01447,1.08541,0.87304,0.81565,0.71378,0.8644,0.61798,1.00558,1.87187,0.8756,0.00022819,0.00022819,0.00022819
173,2686.76,1.06092,1.05574,0.89008,0.81565,0.71378,0.8644,0.61798,1.00558,1.87187,0.8756,0.000227507,0.000227507,0.000227507
174,2701.98,1.00301,1.01937,0.8689,0.80486,0.74929,0.8733,0.62388,0.99606,1.8104,0.87328,0.000226824,0.000226824,0.000226824
175,2717.45,1.03322,1.05163,0.87972,0.80486,0.74929,0.8733,0.62388,0.99606,1.8104,0.87328,0.000226141,0.000226141,0.000226141
176,2733.01,0.99729,1.01224,0.85958,0.82273,0.80935,0.90437,0.65162,0.99187,1.68553,0.87244,0.000225457,0.000225457,0.000225457
177,2748.4,1.0081,1.0688,0.86146,0.82273,0.80935,0.90437,0.65162,0.99187,1.68553,0.87244,0.000224774,0.000224774,0.000224774
178,2764.08,0.98537,0.99599,0.87461,0.84369,0.85439,0.9348,0.68483,0.97449,1.51541,0.87026,0.000224091,0.000224091,0.000224091
179,2779.47,0.99941,0.96541,0.87588,0.84369,0.85439,0.9348,0.68483,0.97449,1.51541,0.87026,0.000223408,0.000223408,0.000223408
180,2795.14,1.04182,0.98561,0.8619,0.84644,0.88298,0.93701,0.68999,0.96838,1.47516,0.86964,0.000222725,0.000222725,0.000222725
181,2810.6,0.99756,0.95153,0.86596,0.84644,0.88298,0.93701,0.68999,0.96838,1.47516,0.86964,0.000222042,0.000222042,0.000222042
182,2825.97,1.00188,0.98787,0.87328,0.8535,0.87094,0.93049,0.68631,0.96673,1.49117,0.87024,0.000221359,0.000221359,0.000221359
